Time,Object,Altitude,Azimuth,Angular Separation
2026-01-21 13:02:10 UTC,GSAT0101 (GALILEO-PFM),22.84582415,259.3187484,29.58051966
2026-01-21 13:02:10 UTC,GSAT0216 (GALILEO 20),15.85844316,224.0776139,22.32649204
2026-01-21 13:02:10 UTC,HULIANWANG DIGUI-04,3.869429829,222.8494909,17.56879171
2026-01-21 13:02:10 UTC,HULIANWANG DIGUI-79,20.22217182,250.9611285,22.89191756
2026-01-21 13:02:10 UTC,HULIANWANG DIGUI-87,10.80984826,214.657879,27.41053002
2026-01-21 13:02:10 UTC,KUIPER-00119,1.573723248,261.1507846,21.20657337
2026-01-21 13:02:10 UTC,LEMUR-2-CAEL,17.83132092,235.5907539,18.35117044
2026-01-21 13:02:10 UTC,NAVSTAR 46 (USA 145),11.39081549,235.9129362,12.09272671
2026-01-21 13:02:10 UTC,NAVSTAR 56 (USA 180),28.87312479,241.0232582,28.88969056
2026-01-21 13:02:10 UTC,NAVSTAR 83 (USA 440),9.280168974,262.4823297,24.23020988
2026-01-21 13:02:10 UTC,ONEWEB-0094,2.336590824,214.5749034,25.52512487
2026-01-21 13:02:10 UTC,ONEWEB-0289,7.572349661,236.4451574,8.360843557
2026-01-21 13:02:10 UTC,ONEWEB-0393,7.921420118,239.5191887,7.935905831
2026-01-21 13:02:10 UTC,ONEWEB-0442,6.332273408,228.9727848,12.6964737
2026-01-21 13:02:10 UTC,ONEWEB-0452,8.454094344,256.6562179,18.62454391
2026-01-21 13:02:10 UTC,ONEWEB-0710,4.528244232,221.4698556,19.0565215
2026-01-21 13:02:10 UTC,ORBCOMM FM27,6.611776711,218.0817706,22.84664027
2026-01-21 13:02:10 UTC,RAISE 2,3.21006088,212.1056602,28.06369957
2026-01-21 13:02:10 UTC,SHIYAN-20B (SY-20B),1.925991594,228.8701258,11.29321763
2026-01-21 13:02:10 UTC,SKYSAT-C2,3.545432136,257.6075374,17.94985085
2026-01-21 13:02:10 UTC,SMOS,0.439100202,220.6773786,19.32741937
2026-01-21 13:02:10 UTC,STARLINK-11109 [DTC],8.337592092,213.7929217,27.41173017
2026-01-21 13:02:10 UTC,STARLINK-11377 [DTC],11.33260949,215.6301924,26.72931738
2026-01-21 13:02:10 UTC,STARLINK-11495 [DTC],0.276779618,229.1363333,10.86714959
2026-01-21 13:02:10 UTC,STARLINK-11543 [DTC],2.397758717,234.7382567,5.780918263
2026-01-21 13:02:10 UTC,STARLINK-11565 [DTC],3.485056068,253.4774599,13.91267932
2026-01-21 13:02:10 UTC,STARLINK-1281,13.82376031,228.9434785,17.63394095
2026-01-21 13:02:10 UTC,STARLINK-2238,0.73486191,212.5765818,27.43249905
2026-01-21 13:02:10 UTC,STARLINK-2443,0.518710901,238.7440826,1.358803282
2026-01-21 13:02:10 UTC,STARLINK-2468,14.91544319,253.3156388,19.89318759
2026-01-21 13:02:10 UTC,STARLINK-2700,3.243084335,225.6792581,14.6758735
2026-01-21 13:02:10 UTC,STARLINK-30056,1.371708742,235.2707331,4.923746028
2026-01-21 13:02:10 UTC,STARLINK-30135,12.31033329,246.5088554,13.9016197
2026-01-21 13:02:10 UTC,STARLINK-30250,3.99683904,263.5543621,23.87199562
2026-01-21 13:02:10 UTC,STARLINK-3046,9.602690149,226.8655627,16.2203931
2026-01-21 13:02:10 UTC,STARLINK-30500,6.660325093,220.8728175,20.21255377
2026-01-21 13:02:10 UTC,STARLINK-30536,6.163986756,217.5580886,23.23078736
2026-01-21 13:02:10 UTC,STARLINK-30569,13.86891638,232.2532682,15.84867821
2026-01-21 13:02:10 UTC,STARLINK-30601,16.76602356,244.6184067,17.37287132
2026-01-21 13:02:10 UTC,STARLINK-3068,10.27660686,225.6229647,17.60900912
2026-01-21 13:02:10 UTC,STARLINK-30948,19.59936905,217.8258849,29.26272981
2026-01-21 13:02:10 UTC,STARLINK-30951,3.037827587,227.3161525,13.03675991
2026-01-21 13:02:10 UTC,STARLINK-31063,7.991340579,222.345981,19.32587526
2026-01-21 13:02:10 UTC,STARLINK-31095,11.21533966,214.7124281,27.51272012
2026-01-21 13:02:10 UTC,STARLINK-31129,3.952921831,221.6327347,18.77346274
2026-01-21 13:02:10 UTC,STARLINK-31208,15.03402286,218.4525655,26.06738514
2026-01-21 13:02:10 UTC,STARLINK-31520,3.073673461,252.2671456,12.64062903
2026-01-21 13:02:10 UTC,STARLINK-31701,5.140361421,246.0201919,7.910035616
2026-01-21 13:02:10 UTC,STARLINK-31877,2.769517524,222.422439,17.78759917
2026-01-21 13:02:10 UTC,STARLINK-32044,1.87595616,245.8188723,6.11280447
2026-01-21 13:02:10 UTC,STARLINK-32093,0.630087078,226.7715213,13.24320881
2026-01-21 13:02:10 UTC,STARLINK-32134,18.51248582,221.4387401,25.98223236
2026-01-21 13:02:10 UTC,STARLINK-32313,0.892288193,224.9106746,15.11507282
2026-01-21 13:02:10 UTC,STARLINK-3236,3.336679272,211.207201,28.9690376
2026-01-21 13:02:10 UTC,STARLINK-3249,7.476221601,226.3489715,15.53002376
2026-01-21 13:02:10 UTC,STARLINK-32781,5.563663179,241.4119228,5.739477682
2026-01-21 13:02:10 UTC,STARLINK-32919,16.41669959,238.2469381,16.50747351
2026-01-21 13:02:10 UTC,STARLINK-32947,22.8931852,250.135113,24.92552647
2026-01-21 13:02:10 UTC,STARLINK-3318,7.303896649,263.1886559,24.25103325
2026-01-21 13:02:10 UTC,STARLINK-33535,11.34365096,265.9526592,28.16511363
2026-01-21 13:02:10 UTC,STARLINK-33606,22.166306,246.5107431,23.05638443
2026-01-21 13:02:10 UTC,STARLINK-33643,2.863143459,222.6758786,17.5519623
2026-01-21 13:02:10 UTC,STARLINK-33859,2.54008853,248.3063631,8.683458269
2026-01-21 13:02:10 UTC,STARLINK-33994,9.702653701,228.3454205,15.12171453
2026-01-21 13:02:10 UTC,STARLINK-34053,7.825246429,217.5977704,23.66300743
2026-01-21 13:02:10 UTC,STARLINK-34087,0.301730946,250.6036364,10.60787939
2026-01-21 13:02:10 UTC,STARLINK-34129,2.009564867,235.9501871,4.5202442
2026-01-21 13:02:10 UTC,STARLINK-34150,5.290958993,263.0513322,23.61843283
2026-01-21 13:02:10 UTC,STARLINK-34283,2.396902805,242.1612232,3.226965046
2026-01-21 13:02:10 UTC,STARLINK-34646,22.60878143,221.2869043,29.03177184
2026-01-21 13:02:10 UTC,STARLINK-34649,25.06043958,223.1813392,29.87507357
2026-01-21 13:02:10 UTC,STARLINK-34760,19.68001137,248.3364729,21.30823911
2026-01-21 13:02:10 UTC,STARLINK-34843,6.749587431,223.1092973,18.15279953
2026-01-21 13:02:10 UTC,STARLINK-34905,4.01451383,240.8864667,4.111065323
2026-01-21 13:02:10 UTC,STARLINK-35572,4.292772905,242.1310379,4.791734597
2026-01-21 13:02:10 UTC,STARLINK-35632,2.633859898,240.129317,2.637030352
2026-01-21 13:02:10 UTC,STARLINK-35706,0.516619829,224.8187835,15.18979771
2026-01-21 13:02:10 UTC,STARLINK-35761,11.74696631,221.7943074,21.55806149
2026-01-21 13:02:10 UTC,STARLINK-35993,3.940063179,215.3451309,24.94826967
2026-01-21 13:02:10 UTC,STARLINK-3864,5.126433744,223.3435981,17.40606561
2026-01-21 13:02:10 UTC,STARLINK-3878,17.57362283,254.6048367,22.70184379
2026-01-21 13:02:10 UTC,STARLINK-4084,4.353757532,226.4610511,14.20929569
2026-01-21 13:02:10 UTC,STARLINK-4098,8.023804029,244.5894821,9.236170313
2026-01-21 13:02:10 UTC,STARLINK-4118,5.707866891,242.613571,6.275976638
2026-01-21 13:02:10 UTC,STARLINK-4206,0.822190261,262.0547619,22.06931805
2026-01-21 13:02:10 UTC,STARLINK-4555,10.8373538,234.1935096,12.27844683
2026-01-21 13:02:10 UTC,STARLINK-5140,5.140628568,259.7768244,20.40809577
2026-01-21 13:02:10 UTC,STARLINK-5458,11.79354679,262.3028291,25.08760007
2026-01-21 13:02:10 UTC,STARLINK-5746,0.852623774,228.9051895,11.12711456
2026-01-21 13:02:10 UTC,STARLINK-5786,10.42437115,219.9560602,22.49328453
