frequency_Hz,power_dBm
1000000000.0,-66.71
1014014014.014014,-66.37
1028028028.028028,-66.15
1042042042.042042,-65.54
1056056056.056056,-66.48
1070070070.07007,-66.68
1084084084.084084,-66.76
1098098098.098098,-66.11
1112112112.112112,-65.83
1126126126.126126,-67.1
1140140140.14014,-66.68
1154154154.154154,-66.34
1168168168.168168,-66.42
1182182182.182182,-66.62
1196196196.196196,-66.59
1210210210.2102103,-65.97
1224224224.224224,-66.46
1238238238.2382383,-66.16
1252252252.252252,-66.89
1266266266.2662663,-66.53
1280280280.28028,-65.69
1294294294.2942944,-66.02
1308308308.3083084,-66.62
1322322322.3223224,-66.95
1336336336.3363364,-66.04
1350350350.3503504,-65.76
1364364364.3643644,-66.59
1378378378.3783784,-65.94
1392392392.3923924,-66.21
1406406406.4064064,-66.04
1420420420.4204204,-66.58
1434434434.4344344,-66.41
1448448448.4484484,-66.43
1462462462.4624624,-65.9
1476476476.4764764,-66.48
1490490490.4904904,-67.11
1504504504.5045044,-66.29
1518518518.5185184,-66.51
1532532532.5325325,-66.15
1546546546.5465465,-66.13
1560560560.5605605,-65.55
1574574574.5745745,-66.2
1588588588.5885887,-65.51
1602602602.6026025,-65.56
1616616616.6166167,-66.09
1630630630.6306305,-66.0
1644644644.6446447,-66.03
1658658658.6586585,-66.05
1672672672.6726727,-65.88
1686686686.6866865,-65.12
1700700700.7007008,-66.94
1714714714.7147145,-65.99
1728728728.7287288,-66.05
1742742742.7427425,-65.62
1756756756.7567568,-65.14
1770770770.7707705,-65.39
1784784784.7847848,-65.52
1798798798.7987988,-65.29
1812812812.8128128,-64.88
1826826826.8268268,-65.87
1840840840.8408408,-65.84
1854854854.8548548,-64.93
1868868868.8688688,-65.97
1882882882.8828828,-65.46
1896896896.8968968,-65.11
1910910910.9109108,-65.91
1924924924.9249249,-65.37
1938938938.9389389,-65.91
1952952952.9529529,-66.18
1966966966.9669669,-65.19
1980980980.9809809,-65.17
1994994994.9949949,-66.08
2009009009.009009,-64.6
2023023023.0230231,-65.08
2037037037.037037,-65.34
2051051051.0510511,-64.64
2065065065.065065,-64.79
2079079079.079079,-65.58
2093093093.093093,-64.9
2107107107.107107,-65.11
2121121121.121121,-65.21
2135135135.1351352,-65.78
2149149149.149149,-65.84
2163163163.163163,-64.32
2177177177.1771774,-65.21
2191191191.191191,-64.82
2205205205.205205,-65.1
2219219219.219219,-64.68
2233233233.2332335,-64.91
2247247247.247247,-65.47
2261261261.261261,-65.59
2275275275.275275,-65.5
2289289289.2892895,-65.35
2303303303.3033032,-64.99
2317317317.317317,-65.11
2331331331.3313313,-66.16
2345345345.3453455,-65.05
2359359359.3593593,-64.19
2373373373.373373,-65.2
2387387387.3873873,-65.05
2401401401.4014015,-64.35
2415415415.4154153,-64.45
2429429429.429429,-64.93
2443443443.4434433,-65.57
2457457457.4574575,-65.38
2471471471.4714713,-64.65
2485485485.485485,-64.38
2499499499.4994993,-64.78
2513513513.5135136,-65.07
2527527527.5275273,-65.15
2541541541.541541,-65.99
2555555555.5555553,-65.55
2569569569.5695696,-65.31
2583583583.583584,-65.53
2597597597.5975976,-65.2
2611611611.6116114,-64.52
2625625625.6256256,-64.08
2639639639.63964,-65.04
2653653653.6536536,-64.54
2667667667.6676674,-64.91
2681681681.6816816,-65.26
2695695695.695696,-64.16
2709709709.7097096,-65.2
2723723723.7237234,-64.39
2737737737.7377377,-64.28
2751751751.751752,-63.09
2765765765.7657657,-64.35
2779779779.7797794,-64.89
2793793793.7937937,-64.03
2807807807.807808,-64.75
2821821821.8218217,-63.96
2835835835.8358355,-65.1
2849849849.8498497,-64.75
2863863863.863864,-64.72
2877877877.8778777,-64.58
2891891891.8918915,-64.29
2905905905.9059057,-64.65
2919919919.91992,-64.16
2933933933.9339337,-64.77
2947947947.9479475,-64.29
2961961961.9619617,-63.49
2975975975.975976,-64.68
2989989989.9899898,-64.23
3004004004.0040035,-63.87
3018018018.018018,-64.07
3032032032.032032,-64.62
3046046046.0460463,-64.66
3060060060.06006,-64.08
3074074074.074074,-64.39
3088088088.088088,-64.55
3102102102.1021023,-64.09
3116116116.116116,-63.91
3130130130.13013,-64.76
3144144144.144144,-64.63
3158158158.158158,-64.78
3172172172.172172,-63.87
3186186186.186186,-63.98
3200200200.2002,-64.11
3214214214.214214,-64.32
3228228228.228228,-63.39
3242242242.242242,-64.61
3256256256.256256,-64.08
3270270270.2702703,-62.85
3284284284.284284,-63.8
3298298298.2982984,-63.58
3312312312.312312,-63.38
3326326326.3263264,-63.75
3340340340.34034,-63.42
3354354354.3543544,-63.5
3368368368.368368,-63.68
3382382382.3823824,-63.86
3396396396.396396,-63.83
3410410410.4104104,-64.21
3424424424.424424,-63.76
3438438438.4384384,-63.06
3452452452.452452,-63.47
3466466466.4664664,-64.22
3480480480.48048,-64.06
3494494494.4944944,-64.17
3508508508.508508,-63.13
3522522522.5225224,-63.85
3536536536.536536,-63.85
3550550550.5505505,-63.57
3564564564.564564,-62.21
3578578578.5785785,-63.58
3592592592.5925922,-63.77
3606606606.6066065,-63.94
3620620620.6206203,-63.53
3634634634.6346345,-63.5
3648648648.6486483,-63.77
3662662662.6626625,-64.05
3676676676.6766763,-62.7
3690690690.6906905,-63.39
3704704704.7047048,-63.37
3718718718.7187185,-63.66
3732732732.732733,-63.91
3746746746.7467465,-64.1
3760760760.760761,-63.93
3774774774.7747746,-62.96
3788788788.788789,-63.89
3802802802.8028026,-63.66
3816816816.816817,-63.29
3830830830.8308306,-64.01
3844844844.844845,-63.9
3858858858.8588586,-63.01
3872872872.872873,-62.75
3886886886.8868866,-62.91
3900900900.900901,-63.29
3914914914.9149146,-64.17
3928928928.928929,-64.3
3942942942.9429426,-63.71
3956956956.956957,-64.14
3970970970.9709706,-64.37
3984984984.984985,-63.59
3998998998.9989986,-64.36
4013013013.013013,-63.57
4027027027.0270267,-64.06
4041041041.041041,-64.14
4055055055.0550547,-63.67
4069069069.069069,-64.03
4083083083.0830827,-63.94
4097097097.097097,-63.69
4111111111.1111107,-64.75
4125125125.125125,-63.61
4139139139.139139,-63.51
4153153153.153153,-63.93
4167167167.167167,-64.71
4181181181.181181,-63.43
4195195195.195195,-63.81
4209209209.209209,-64.36
4223223223.223223,-63.04
4237237237.237237,-64.02
4251251251.251251,-64.13
4265265265.265265,-63.24
4279279279.279279,-64.44
4293293293.293293,-63.98
4307307307.307307,-63.78
4321321321.3213215,-63.1
4335335335.335335,-64.51
4349349349.349349,-64.05
4363363363.363363,-64.03
4377377377.377377,-64.53
4391391391.391392,-64.35
4405405405.405405,-64.0
4419419419.419419,-64.43
4433433433.433434,-63.6
4447447447.447447,-63.52
4461461461.461461,-63.44
4475475475.475475,-64.0
4489489489.489489,-64.29
4503503503.503504,-63.29
