time_utc,satellite,sat_alt_deg,sat_az_deg,target_alt_deg,target_az_deg,angular_sep_deg
2026-01-13T19:00:20+00:00,SATELIOT_4,81.86099125300265,83.10354312433851,72.62976228920378,82.41071470760032,9.257191766249589
2026-01-13T19:00:23+00:00,QIANFAN-63,80.00049637537919,80.9476366854657,72.63916755985484,82.41489869617969,7.506132142345585
2026-01-13T19:00:24+00:00,QIANFAN-63,80.05690413728298,83.13980972781593,72.64230267039775,82.41629333408898,7.449818177964367
2026-01-13T19:00:51+00:00,STARLINK-34534,84.03027295821944,82.91336167210672,72.72695448931442,82.45394384898407,11.312651022005937
