time_utc,satellite,sat_alt_deg,sat_az_deg,target_alt_deg,target_az_deg,angular_sep_deg,gain_percent
2026-01-13T19:02:12+00:00,NAVSTAR 69 (USA 248),73.73282872163735,78.42377581183882,72.98095400420354,82.5668411854971,4.210737023505783,50.19938026040107
2026-01-13T19:02:13+00:00,NAVSTAR 69 (USA 248),73.72827227518641,78.44722785339154,72.98409021076833,82.56823447424,4.187660744864419,50.602603570241925
2026-01-13T19:02:14+00:00,NAVSTAR 69 (USA 248),73.72371385831715,78.47066923179773,72.98722642728154,82.56962775070062,4.164597780789882,51.00600108379227
2026-01-13T19:02:15+00:00,NAVSTAR 69 (USA 248),73.71915347249069,78.49409995091663,72.99036265374104,82.5710210148806,4.14154819111004,51.40954174145177
2026-01-13T19:02:16+00:00,NAVSTAR 69 (USA 248),73.7145911191802,78.51752001459184,72.99349889014596,82.57241426678215,4.118512037037111,51.81319439782077
2026-01-13T19:02:17+00:00,NAVSTAR 69 (USA 248),73.71002679983556,78.5409294267193,72.99663513649134,82.5738075064056,4.095489381129353,52.21692782697943
2026-01-13T19:02:18+00:00,NAVSTAR 69 (USA 248),73.70546051593689,78.56432819113724,72.99977139277932,82.57520073375453,4.072480287449432,52.62071072435099
2026-01-13T19:02:19+00:00,NAVSTAR 69 (USA 248),73.70089226893046,78.58771631174376,73.00290765900382,82.57659394882882,4.049484821471946,53.02451171299376
2026-01-13T19:02:20+00:00,NAVSTAR 69 (USA 248),73.69632206028506,78.61109379241398,73.00604393516697,82.57798715163193,4.0265030502191355,53.428299345922625
2026-01-13T19:02:21+00:00,NAVSTAR 69 (USA 248),73.69174989144703,78.63446063706597,73.00918022126291,82.57938034216392,4.003535042225223,53.83204211146948
2026-01-13T19:02:22+00:00,NAVSTAR 69 (USA 248),73.68717576389052,78.6578168495589,73.01231651729354,82.58077352042825,3.980580867692027,54.235708435314145
2026-01-13T19:02:23+00:00,NAVSTAR 69 (USA 248),73.6825996790567,78.68116243383058,73.01545282325402,82.58216668642527,3.9576405983829854,54.63926668714566
2026-01-13T19:02:24+00:00,NAVSTAR 69 (USA 248),73.67802163841826,78.7044973937503,73.01858913914342,82.58355984015704,3.934714307827554,55.042685181897944
2026-01-13T19:02:25+00:00,NAVSTAR 69 (USA 248),73.67344164341333,78.72782173326738,73.0217254649597,82.58495298162545,3.911802071209445,55.44593218657876
2026-01-13T19:02:26+00:00,NAVSTAR 69 (USA 248),73.66885969551308,78.7511354562704,73.02486180070198,82.58634611083255,3.8889039655651216,55.848975921672576
